Nama Produk,Harga Produk,Nama Toko,Kota Toko,Banyaknya Terjual,Rating,Pendapatan
cuanki tahu pasung isi 50 murah batagor kering toping seblak baso aci,12500,CuankiCulametan,Kab. Garut,250.0,4.9,3125000.0
Makaroni Tabur & Seblak Makaroni SiKaya-Netto 40 Gram,5000,Fiorenza Snack,Jakarta Timur,100.0,4.7,500000.0
Seblak Basranger Extra Pedas 200gr,17300,Rak Sebelah,Jakarta Pusat,250.0,4.9,4325000.0
KERUPUK SEBLAK MENTAH 1KG WARNA WARNI - Taro,26500,BociKakang,Jakarta Selatan,500.0,5.0,13250000.0
Seblak instan komplit / seblak instan murah,5000,ismileusa_id,Kab. Bandung,100.0,4.7,500000.0
Kerupuk Seblak RAFAEL / Krupuk Seblak Pedas Bantet - Molagi Snack,16000,MOLAGI SNACK,Tangerang Selatan,16.0,4.5,256000.0
KERUPUK SEBLAK MENTAH ANEKA WARNA,11500,jajanangarut19,Jakarta Selatan,500.0,4.8,5750000.0
Paket Isi 4 Batagor Instan | Makaroni Basah | Seblak Basah,64906,Lakoca Official Shop,Cimahi,30.0,4.9,1947180.0
SOACI SEBLAK TULANG RANGU,17500,JAJANAN AJIB,Kab. Garut,80.0,5.0,1400000.0
siomay mini kering 1kg / cuanki / batagor / seblak / bakso aci,29000,fahirastores,Kab. Bandung Barat,100.0,4.9,2900000.0
Seblak Instan Kang Atha,3550,Kripik Kita Indonesia,Kab. Kediri,30.0,4.0,106500.0
TOPPING SEBLAK/baso Aci paket mix super murah khas Garut/cuanki/siomay,69999,ArfaOnlineShop,Tangerang,90.0,4.9,6299910.0
Siomay Kerikil Kuncup / Siomay Mini / SIomay Seblak,8000,Aeeshastore,Bandung,100.0,4.6,800000.0
SEBLAK INSTAN KOMPLIT plus cuanki dan mie murah cocok untuk jual lagi,6000,Yamyam snacks,Jakarta Pusat,30.0,4.0,180000.0
"baso aci special telor daging, boci, bakso aci, cuanki, seblak instan",10000,baso aci masabi,Jakarta Selatan,1000.0,4.8,10000000.0
Cuanki Lidah Bulat Asli Garut buat bahan baku Seblak dan baso Aci,180000,MaFa Jaya,Kab. Bandung,40.0,,7200000.0
Seblak Coet Instan / Seblak Cobek / Seblak Cocol / Seblak Original,8900,TiTasix Tutug Oncom (TO),Tasikmalaya,30.0,4.5,267000.0
Bundle 3pcs - Seblak Basranger Extra Pedas 200gr Makanan Instan,51900,Rak Sebelah,Jakarta Pusat,50.0,4.8,2595000.0
KERUPUK SEBLAK PEDAS DAUN JERUK 100 GR,4500,BociKakang,Jakarta Selatan,750.0,4.8,3375000.0
Paket Isi 6 Cuanki Instan Lakoca | Batagor Instan | Seblak Basah GFS,93840,Lakoca Official Shop,Cimahi,100.0,4.8,9384000.0
"KERUPUK BAWANG ANEKA WARNA KRUPUK SEBLAK MENTAH WARNA WARNI - Taro, 500 gram",14500,BociKakang,Jakarta Selatan,250.0,4.8,3625000.0
kerupuk ikan mentah putih seblak gurih renyah garing 1000gr - S,27075,Radja Herbal Indonesia,Kab. Bekasi,19.0,5.0,514425.0
Kerupuk Seblak Rafael Viral,12000,Golden Cakery,Jakarta Pusat,70.0,4.9,840000.0
BELI 3 SEBLAK FREE 1 KEJU AROMA,63000,Sajodo Snack & Food,Tasikmalaya,40.0,4.7,2520000.0
Seblak Instant Basranger Extra Pedas Daun Jeruk (200gr),19700,Gerai Snack Official Shop,Kab. Tangerang,100.0,4.9,1970000.0
kerupuk seblak bintang pedas,15500,keyz shop78,Bandung,70.0,4.8,1085000.0
Cuanki Baso Tahu Kering ISI 50 untuk Seblak dan baso aci,17999,gaiagarut,Kab. Garut,100.0,4.9,1799900.0
READY Seblak Viral Rafael Instan/Seblak Coet Instan/Seblak Viral.,5500,Rosliyanilia,Jakarta Utara,50.0,4.4,275000.0
Seblak Kencur 250gr/Kerupuk Seblak Rasa Kencur/Snack Cemilan,12500,Agen Snack Murah,Jakarta Barat,250.0,5.0,3125000.0
seblak ceker pedas,10000,Khanza Market,Kab. Tangerang,100.0,4.9,1000000.0
kerupuk seblak kering enak gurih,5000,RIKI STORE 97,Kab. Bogor,250.0,,1250000.0
Batagor Seblak Cuanki Kuah Rebus Instan Ma Acih Cemilan Tradisional,20750,TOSERDA,Bandung,100.0,4.8,2075000.0
KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK JENGKOL SISIR 1KG,21750,SuperSnacksShop,Kab. Bandung,21.0,5.0,456750.0
[PUTRI] Seblak Instan Ceu Nthien Khas Bandung Rasana Ngeunah Pisan,17000,Central Seblak Nusantara,Tangerang Selatan,1000.0,5.0,17000000.0
Kylafood Seblak Rempah Autentik,13000,Kylafood Jakarta,Jakarta Selatan,250.0,5.0,3250000.0
SEBLAK INSTAN MANG MUSS - LEVEL 10,13999,Seblak Mang Muss,Tasikmalaya,750.0,4.9,10499250.0
SEBLAK KERING 100gr DUA VARIAN RASA,4500,jajanangarut19,Jakarta Selatan,250.0,4.7,1125000.0
Geli Food Seblak Ceker Tanpa Tulang Super Pedas 180gr,25000,Lidigeli,Kab. Garut,100.0,4.9,2500000.0
Seblak Ceker dan Piksus Kemasan 1 Kg,22000,BAGEAJAYA FOOD,Kab.Ciamis,40.0,,880000.0
seblak kering bumbu kacang 250gr,10500,seblak_joy,Kab. Bandung,20.0,5.0,210000.0
cuanki tahu gepeng isi 50 pcs toping seblak baso aci,19500,CUANKI CULAMETAN,Kab. Garut,100.0,4.9,1950000.0
"Batagor Tahu Kering Mini 50pcs Topping Cuanki, Seblak, Baso, Dll.",6200,Cuanki_Bandung,Kab. Bandung,500.0,4.8,3100000.0
Cuanki Lidah Isi 50pcs Super Khas Garut ( Topping Baso Aci / Seblak ),17999,Bara Snack Kediri 1,Kediri,1.0,,17999.0
seblak kuah mamang rafael instant pedas sunda,35000,Aisyah Ayesha,Jakarta Selatan,2.0,4.0,70000.0
KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK MENTAH 1kg POCO / PUYUR,21750,SuperSnacksShop,Kab. Bandung,100.0,,2175000.0
Seblak Coet / Rafael + bumbu  Promo beli 3 gratis 1,5599,Taubak Huhah Snack,Kab. Malang,9.0,5.0,50391.0
kerupuk tersanjung atau seblak (250gram),5500,Agenkerupuk99,Surabaya,16.0,4.5,88000.0
Seblak Soto pedas 250gr,15000,Mokosnacksby,Surabaya,70.0,4.9,1050000.0
Kylafood Seblak Cup,13500,Kylafood Jakarta,Jakarta Selatan,250.0,,3375000.0
Kerupuk seblak bantet Pedas extra 1kg Gurih,35000,RIKI STORE 97,Kab. Bogor,11.0,5.0,385000.0
Seblak instant jumbo super pedas,6700,Grosir Putra Bdg,Kab. Bandung,250.0,4.9,1675000.0
seblak instan bandung,6582,TokoTemenMakan,Kab. Bandung,10000.0,4.8,65820000.0
krupuk seblak pedas daun jeruk bantet 500geram,25000,seblak barokah 07,Kab. Bandung,100.0,4.6,2500000.0
"Siomay Cuanki Kering isi 150pcs Toping Baso Aci, Seblak khas Garut",39479,gaiagarut,Kab. Garut,750.0,4.9,29609250.0
seblak basah instan komplit 200gr,12000,Kickball Official,Bandung,70.0,5.0,840000.0
siomay mini 250 Gram - Gurilem - topping baso aci - topping seblak.,10000,Nao_Qcrunch,Kab. Garut,23.0,5.0,230000.0
SEBLAK INSTAN+SOSIS,5500,Griyo Seni,Kab. Sidoarjo,40.0,5.0,220000.0
cuanki pangsit segitiga atau cipet isi 40 pcs toping seblak baso aci,13999,CUANKI CULAMETAN,Kab. Garut,100.0,4.9,1399900.0
"(Reseller 6.500) Dorame Makaroni Pipa, Makroni Spiral, Basreng, Seblak",7500,Dorame Food,Malang,1000.0,4.9,7500000.0
cuanki lidah 50 pcs enak toping seblak baso aci,12999,CuankiCulametan,Kab. Garut,250.0,5.0,3249750.0
Aneka Camilan Basreng Pedas Keripik Usus Kripca Kerupuk Seblak 25 Gram,19800,Bang Bana,Kab. Malang,29.0,4.8,574200.0
Kylafood Paket Paket 2 Seblak Cup + 4 Seblak Autentik,71460,kylafood,Bandung,16.0,4.8,1143360.0
Seblak Basranger,14900,Khayla BeautyShop,Kab. Bekasi,50.0,5.0,745000.0
SEBLAK INSTAN MERCON,3999,dapurmami id,Tangerang,70.0,4.8,279930.0
SEBLAK CUANKI KUAH CUP INSTAN PUSPA ( PUSAKA PARAHYANGAN ) SIAP SAJI,9875,Berkah Niaga Jaya,Kab. Garut,1000.0,4.9,9875000.0
Seblak Rempah Autentik Kyla Food Khas Bandung 115 g,14900,Gerai Snack Official Shop,Kab. Tangerang,50.0,5.0,745000.0
SEBLAK INSTAN MANG MUSS,13999,Seblak Mang Muss,Tasikmalaya,750.0,4.9,10499250.0
GROSIRAN - 300pcs LIDAH Cuanki Batagor bahan Pelengkap Boci seblak,82000,lahawelah,Kab. Garut,30.0,5.0,2460000.0
Bumbu Seblak Cikur Bawang Putih Untuk Seblak (Plain),400,Berkah Food Bandung,Cimahi,1000.0,4.9,400000.0
Kerupuk Seblak Rafael Mawar Kecil Mentah 500 Gr / Seblak Viral YONGKI,12500,insanprimastore,Tangerang Selatan,60.0,5.0,750000.0
1 BUNGKUS SEBLAK INSTAN LEVEL PEDAS SAMBAL ASLI EKONOMIS FOOD KALDU,5700,gudangsnacktgr19,Kab. Tangerang,1.0,4.0,5700.0
Seblak Seafood Instan,7500,Cemilan Malang,Malang,20.0,4.8,150000.0
"KHUSUS GROSIRAN - SIOMAY cuanki isi 750pcs Toping Baso Aci, Seblak kha",194999,gaiagarut,Kab. Garut,17.0,5.0,3314983.0
Kylafood Paket Seblak Cup isi 4 pcs,50040,kylafood,Bandung,80.0,5.0,4003200.0
Kylafood Seblak Cup,13500,Kylafood Jakarta,Jakarta Selatan,250.0,4.9,3375000.0
Kerupuk Seblak Rafael / Seblak Pedas 250 Gram - Tam Snack,16000,TAM SNACK,Depok,60.0,5.0,960000.0
"Cemilan Snack Krupuk Seblak Pedas Bawang Kencur, Kerupuk Warna Warni Pedes & Renyah",8500,Toko Jajan Murah Online,Surabaya,,,
Cemilan Snack Kekinian | varian Kerupuk Seblak - Original,8000,SNACK TIMEE,Medan,,,
cuanki siomay kering isi 150 toping seblak baso aci,33999,Culametan Food,Kab. Garut,,,
cuanki tahu geprek isi 50 murah toping seblak baso aci,19000,CuankiCulametan,Kab. Garut,80.0,4.8,1520000.0
cuanki siomay kering isi 25 toping seblak baso aci,6999,Culametan Food,Kab. Garut,10.0,4.7,69990.0
siomay kering besar murah 50 pcs toping seblak baso aci cuanki,16555,CuankiCulametan,Kab. Garut,100.0,4.9,1655500.0
Seblak Basah Instan Good Friend (90gr),17700,Gerai Snack Official Shop,Kab. Tangerang,40.0,5.0,708000.0
seblak rafael instan,35000,sarimart48,Jakarta Barat,4.0,5.0,140000.0
1 Kg kerupuk / krupuk seblak kencur kiloan termurah makanan ringan,38000,MuezzaSnack,Kab. Cirebon,30.0,4.8,1140000.0
[TERMURAH] Seblak Goreng Kriuk Berhadiah Langsung,10000,Arkadewi11,Jakarta Selatan,4.0,5.0,40000.0
SEBLAK INSTAN KOMPLIT BY MAMAKE,16000,ngemilasik_19,Kab. Badung,30.0,5.0,480000.0
Cuanki Baso Tahu Kering ISI 150pcs untuk Seblak dan baso aci,39479,gaiagarut,Kab. Garut,1000.0,4.9,39479000.0
"cuanki tahu stik tahu kering, isi 150 toping baso aci seblak",33999,Culametan Food,Kab. Garut,,,
cuanki siomay kering topping seblak baso aci isi 10 pcs,3700,CuankiCulametan,Kab. Garut,40.0,4.8,148000.0
Kerupuk Seblak,8000,SNACK JAKARTA 411,Jakarta Barat,500.0,5.0,4000000.0
cuanki tahu pasung murah isi 10 pcs toping seblak boci mie bakso,5000,CuankiCulametan,Kab. Garut,60.0,4.9,300000.0
Kylafood Paket 4 Seblak Original 1 Batagor,91000,kylafood,Bandung,1000.0,4.9,91000000.0
Siomay Mini Seblak Kering Kerikil Kuncup Bakso Aci Cuanki Baso,7000,Celikafood,Bandung,100.0,5.0,700000.0
PCV GEMBLONG SEBLAK 1Kg Ketempling Pedas  Kecimpring Pedas Comring,24163,Pabrik Cemilan Viral,Kab. Kuningan,3.0,,72489.0
Kerupuk Kering 250g Bahan Seblak Variasi Lengkap by GG,5999,gaiagarut,Kab. Garut,60.0,5.0,359940.0
MAKANAN RINGAN SEBLAK CEKER DUA PUTRA 1 PACK ISI 20 PCS,10999,Toko Sembako Krisna Jaya,Kab. Bantul,19.0,5.0,208981.0
Siomay Mini Kering Isi 250 Gram Topping Baso Aci / Seblak / Cuanki,5999,Bara Snack Kediri 1,Kediri,5.0,5.0,29995.0
Somay mini Gurilem batagor mini toping seblak baso Aci cuanki 500 gr,13999,Distributor Cuanki dan Seblak,Kab. Bekasi,250.0,4.9,3499750.0
Kerupuk Seblak Mentah 500gr - Krupuk Oren Matahari Pagi MP - Kemplang,10000,Cuanki_Bandung,Kab. Bandung,70.0,5.0,700000.0
Cuanki Pangsit kering Segitiga Cipet isi 100 toping seblak baso aci,32500,CuankiCulametan,Kab. Garut,100.0,4.6,3250000.0
KERIPIK KACA/KRIPIK KACA PEDAS/SEBLAK KACA PEDAS,26125,Golden Cakery,Jakarta Pusat,250.0,4.8,6531250.0
Seblak Instan,8000,ROEMAH MOSLEM,Kab. Boyolali,70.0,5.0,560000.0
Gelichips Seblak Kering Gurih isi 260gram - Combo Seblak Kering 4pcs - Tempe Spicy 4pc,50000,Lidigeli,Kab. Garut,40.0,5.0,2000000.0
Paket Batagor-Mie Kocok k.y.l Kylafood,44000,kylafood,Bandung,1000.0,4.9,44000000.0
"Seblak kuah instan , Seblak khas garut a",6000,iwan resistans leather,Kab. Garut,19.0,4.5,114000.0
"Paket Happy (Seblak Original, Batagor Kuah, Bacil)",59000,kylafood,Bandung,500.0,4.9,29500000.0
"Seblak kuah instan , Seblak khas garut",6000,iwan resistans leather,Kab. Garut,15.0,,90000.0
keripik seblak rafael pedas & asin,16500,keyz shop78,Bandung,30.0,5.0,495000.0
Seblak Bapper,16000,Jacqkids,Bandung,250.0,5.0,4000000.0
Mie Seblak 1 Karton Hype Abis Rasa Seblak Hot Jeletot,122999,Petani Muda27,Kab. Mojokerto,10.0,5.0,1229990.0
[TERMURAH!!] Seblak Instant Basranger Extra Pedas 200gram,14500,duniacemilan,Bandung,100.0,4.9,1450000.0
SEBLAK KERING CIKRUH BUMBU KACANG VARIAN BASRENG,10999,Simshop_,Cimahi,12.0,5.0,131988.0
Cuankie Batagor Mini topping baso aci / seblak,9999,Pusat Cuankie & Cemilan Frozen,Jakarta Timur,250.0,4.8,2499750.0
"siomay mini,  gurilem cimol pangsit 250 gram toping baso aci seblak",6999,Culametan Food,Kab. Garut,20.0,5.0,139980.0
kerupuk seblak pedas daun jeruk,5000,RIKI STORE 97,Kab. Bogor,100.0,4.7,500000.0
TAHU STICK / TAHU KERITING ISI 50 PCS TOPPING BASO ACI / SEBLAK,18000,Pusat Cuankie & Cemilan Frozen,Jakarta Timur,50.0,5.0,900000.0
“Snack Cap Ikan Original” SAYUR DAN SEBLAK,12000,Brightstarbeauty,Medan,100.0,5.0,1200000.0
Kylafood Paket (3 Seblak Original 2 Batagor kuah),95000,kylafood,Bandung,3000.0,4.9,285000000.0
Seblak Kering Gurih 65gram,12900,Lidigeli,Kab. Garut,100.0,5.0,1290000.0
Kylafood Mix ( Cimol Spesial X Cireng Bumbu Rujak ),41650,kylafood,Bandung,100.0,4.9,4165000.0
Bumbu Basah Seblak Koki Jempol 300Gr,19100,Koki Jempol,Kab. Bogor,27.0,4.9,515700.0
Kylafood Batagor Kuah,25650,kylafood,Bandung,10000.0,4.9,256500000.0
seblak instan seblak kuah seblak murah nay ismail,4999,nayismail,Cimahi,30.0,4.5,149970.0
Seblak Karuhun,12825,kylafood,Bandung,70.0,5.0,897750.0
"CUANKI LIDAH ISI 50 PCS ( TOPPING BASO ACI, SEBLAK , DLL )",23500,tfactor,Medan,8.0,,188000.0
KERUPUK jablay bantet/SEBLAK MINI PEDAS 250gram,14000,ajs(ale jaya snack),Jakarta Utara,100.0,4.9,1400000.0
Seblak instan cuanki/Seblak instan murah/Seblak instan mie,4900,Komasnack,Kab. Mojokerto,11.0,5.0,53900.0
Kylafood Paket 2 Seblak Cup + 2 Basreng pedas,50040,kylafood,Bandung,8.0,5.0,400320.0
cuanki tahu panjang atau stik isi 50 pcs toping seblak baso aci,12999,CUANKI CULAMETAN,Kab. Garut,100.0,4.8,1299900.0
Seblak instan,10000,ARFood_group,Kab. Bogor,100.0,5.0,1000000.0
cuanki lidah / seblak / batagor lidah,5999,Kickball Official,Bandung,250.0,4.7,1499750.0
1 kg seblak ceker ikan tenggiri pedas,41900,bluengemil_94,Kab.Ciamis,30.0,,1257000.0
seblak instant komplit si mpow murah,3900,soenandar grup,Kab.Ciamis,30.0,4.8,117000.0
cuanki lidah untuk baso aci dan seblak,15999,aghniya,Tangerang Selatan,1000.0,4.8,15999000.0
kripik kaca renyah murah rasa seblak 50 gram,4000,jajanan online1910,Kab. Subang,40.0,4.9,160000.0
GROSIR Cuanki Lidah Toping Baso Aci dan Seblak Instan Isi 50 Pcs,14999,Baso Aci Ayang,Kab. Garut,30.0,4.8,449970.0
kerupuk seblak pedas 1 kg / kerupuk seblak,35625,Adila_Putri_Snack,Kab.Ciamis,100.0,4.8,3562500.0
Seblak Cireng Boboko Snack Camilan Pedas Kuah BOBOKOSNACK,17000,tanganibu id,Kab. Tulungagung,1.0,5.0,17000.0
KERUPUK SEBLAK MENTAH ANEKA WARNA,11500,jajanangarut19,Jakarta Selatan,500.0,4.8,5750000.0
"CUANKI LIDAH ISI 50 PCS ( TOPPING BASO ACI, SEBLAK , DLL )",23500,Chsnackmedan,Medan,9.0,5.0,211500.0
seblak instan,8500,Ummi Frozen Food Online,Semarang,17.0,5.0,144500.0
Kerupuk SEBLAK MAWAR Rafael - Cikruh Daun Jeruk,20000,KRIUK JAYA,Jakarta Barat,100.0,5.0,2000000.0
Seblak Stik Ikan 200 gram,15000,Kriuk Kriuk Snack Kiloan New,Bandung,60.0,5.0,900000.0
seblak basreng pedas original exstra daun jeruk 500gram,25000,Seblak putra bandung,Kab. Bandung,250.0,4.8,6250000.0
Seblak Instan Murah,3000,Pawon Berkahh,Kab. Demak,,,
KERUPUK SEBLAK SAMBAL KRUPUK KERITING KECIL Mentah Krupuk,7821,Iguazabest777,Kab. Tangerang,60.0,4.9,469260.0
Seblak Sultan instant,14000,Sultan Meat Shop,Medan,250.0,4.8,3500000.0
Keripik Seblak Bantet 100gr - 200gr,6400,Cemilan Murah BDL,Bandar Lampung,12.0,5.0,76800.0
KERUPUK SEBLAK SOTO IJO PEDAS NAMPOL KRIUK KHAS BANDUNG,9250,Keripik Mbok Emplok,Surabaya,30.0,5.0,277500.0
Kylafood Seblak,19000,Ice Cream Universe,Denpasar,3.0,,57000.0
BASRENG MENTAH 10pcs (500gr) Kemasan Vacuum Bahan Keripik Seblak Viral,8499,gaiagarut,Kab. Garut,4.0,5.0,33996.0
Seblak Instant Carla With Batagor dan Siomay Jajanan khas Bandung,149999,Seblak carla,Tangerang,750.0,5.0,112499250.0
Seblak Rempah Autentik isi 5 pcs,63000,Kylafood Jakarta,Jakarta Selatan,100.0,4.9,6300000.0
1kg Seblak Warna Bentuk Oval Pedas Gurih dan Mantap Snack Spicy,45000,Hineni Roemah Kripik Surabaya,Surabaya,29.0,5.0,1305000.0
seblak instan termurah home made extrahot,3500,akbarshop77,Kab. Jember,6.0,,21000.0
Seblak Kering Sebring Pedas Daun Jeruk Seblak Kacang Enak Gurih,8899,super.shoop,Bandung,19.0,5.0,169081.0
Sebring seblak Rafael bumb pedas gurih daun jeruk 80gr,4951,Grosir Putra Bdg,Kab. Bandung,60.0,4.9,297060.0
Mie Baso Ayam Busan Full Mix,25000,F3R_Busan,Kab. Bandung,30.0,5.0,750000.0
Kylafood Paket 2 Seblak Original 3 Batagor Kuah,99000,kylafood,Bandung,250.0,4.9,24750000.0
BASO ACI CIK'EMAM ORIGINAL,15000,Deni Jabres,Jakarta Timur,,,
Kylafood Seblak Original Isi 10 pcs,187050,kylafood,Bandung,30.0,4.7,5611500.0
Bumbu Basah Seblak Koki Jempol 60gr,4250,Koki Jempol,Kab. Bogor,100.0,4.9,425000.0
Kylafood Mix Batagor Kuah dan Baso Aci Sambal goang,46750,kylafood,Bandung,80.0,4.7,3740000.0
Seblak Bapper Bikin Nagih Parah Extra Mie Kuning 120gr,19700,Gerai Snack Official Shop,Kab. Tangerang,60.0,4.9,1182000.0
Kylafood Paket Batagor dan Toping Pilus,32000,kylafood,Bandung,1000.0,4.9,32000000.0
Kylafood Mix Pentol Kuah dan Batagor Kuah,48450,kylafood,Bandung,100.0,4.8,4845000.0
Cimol Spicy Lava Kylafood,27075,kylafood,Bandung,750.0,4.9,20306250.0
PAKET KOMPLIT BUMBU BASO ACI/BOCI/CUANKI/SEBLAK ECERAN,1200,ArfaOnlineShop,Tangerang,250.0,5.0,300000.0
Seblak instan enak dan kenyang,6000,tutikch_14,Kab. Jombang,4.0,5.0,24000.0
Kerupuk RANTAI 250gr SEBLAK Warna Warni,6000,yohangunawan94,Bandung,500.0,5.0,3000000.0
"Cuanki Lidah 150pcs Toping Baso Aci, Seblak khas Garut",39479,gaiagarut,Kab. Garut,3000.0,4.9,118437000.0
SIOMAY KUNCUP KERING ISI 20 PCS BASO ACI/BOCI/SEBLAK/CUANKI,6999,ArfaOnlineShop,Tangerang,100.0,4.9,699900.0
Kylafood Batagor Kuah Play,27075,kylafood,Bandung,1000.0,4.9,27075000.0
Baso Aci Kecil k.y.l Kylafood (Spesial Panen Telur),23275,kylafood,Bandung,250.0,4.8,5818750.0
Kylafood Toping Batagor,9360,kylafood,Bandung,2000.0,4.9,18720000.0
Kylafood Mix Batagor Kuah dan Mie Kocok,47175,kylafood,Bandung,50.0,5.0,2358750.0
Kylafood Basreng Pedas,12500,Kylafood Jakarta,Jakarta Selatan,500.0,5.0,6250000.0
seblak kering boboko,14000,Faabi Home Made,Kab. Magelang,50.0,5.0,700000.0
"basreng pedas bumbu kencur,pedas daun jeruk 1kg,basreng bandung,seblak",50000,anugrah seblak,Kab. Bandung,100.0,4.9,5000000.0
Seblak Viral Mang Rafael,10000,HANHEN Langgeng Jaya,Tangerang,6.0,5.0,60000.0
MURIA SEBLAK STICK CABE MERAH 60G x 2Pcs (Bisa Same Day Delivery),10200,Merbabu Food,Tangerang Selatan,8.0,,81600.0
Keripik Seblak Bantet 50gr - 70gr,3450,Cemilan Murah BDL,Bandar Lampung,7.0,5.0,24150.0
200gr Seblak Kering Pedas Jeruk by Ratu Kriuk,13000,AIRA O'SHOP,Tasikmalaya,250.0,4.9,3250000.0
Kerupuk seblak kering pedas daun jeruk 1kg krupuk seblak bantet pedas,14990,camilanqu_shop,Kab. Majalengka,9.0,5.0,134910.0
Kerupuk Seblak Jeruk,14000,oke snack,Jakarta Selatan,250.0,4.9,3500000.0
seblak mercon hot dower termurah,3400,Baso Aci Distributor Asli Garut,Kab. Garut,2000.0,4.4,6800000.0
SEBRING 250 GRAM / KERUPUK SEBLAK MAWAR,15500,Dapur Sehat21,Kab. Bandung,30.0,4.9,465000.0
Cuanki Instan Bandung kuah pedas bulefood,14999,GEMLOV OFFICIAL,Cimahi,10.0,5.0,149990.0
Baso Aci Instan Culametan khas Garut ( isi 6 ),4500,CUANKI CULAMETAN,Kab. Garut,3000.0,4.8,13500000.0
Soun Seblak Geprek SAMI RAOS Khas Garut,19700,Gerai Snack Official Shop,Kab. Tangerang,80.0,4.8,1576000.0
Baso Aci Instan Culametan khas Garut (isi 12),5999,CUANKI CULAMETAN,Kab. Garut,4000.0,4.9,23996000.0
siomay mini kering 1kg / gurilem toping seblak baso aci cuanki,25500,CuankiCulametan,Kab. Garut,100.0,4.9,2550000.0
kerupuk bubur/ seblak / gado- gado/ ketoprak 500gr,18000,Taufik Bumbu Giling,Jakarta Selatan,250.0,4.9,4500000.0
"[ Buy 5 Get 5 ] Special Bedug Package (Baso Aci, Seblak, Keju Aroma...",88000,Sajodo Snack & Food,Tasikmalaya,11.0,4.8,968000.0
KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK MENTAH 200gr SLONDOK,5750,SuperSnacksShop,Kab. Bandung,100.0,4.8,575000.0
cuanki lidah isi 25 topping baso aci dan seblak,6999,Culametan Food,Kab. Garut,13.0,4.8,90987.0
Camilan Siap Makan Keripik / Kerupuk Seblak Kencur Pedas Isi 1 Kg,70000,MuezzaSnack,Kab. Cirebon,15.0,5.0,1050000.0
"seblak ceker 1 kg pedas daun jeruk, gurih,cemilan bikin nagih",35999,aghniya,Tangerang Selatan,60.0,5.0,2159940.0
Kerupuk Seblak bumbu kacang,16000,Allsnackbandung,Bandung,100.0,4.9,1600000.0
Sukro cikur pilus kencur sari rasa 250 gram toping seblak baso aci,8500,CuankiCulametan,Kab. Garut,250.0,4.9,2125000.0
(PROMO) kerupuk seblak kering kencur 150gr kemasan box,6600,oyun kriukzz,Jakarta Barat,11.0,,72600.0
Seblak Mommy Instan Rasa Original Kemasan Cup,11975,Beuki Mart,Bandung,17.0,5.0,203575.0
Maicih Basreng,16900,Gerai Snack Official Shop,Kab. Tangerang,10000.0,4.8,169000000.0
Sukro cikur pilus kencur sari rasa 250 gram toping seblak baso aci,8500,CuankiCulametan,Kab. Garut,250.0,4.9,2125000.0
Gurilem Sangarrr,13000,The Little Snacks,Tangerang Selatan,2000.0,4.7,26000000.0
cuanki siomay mini gurilem 1 ons toping seblak baso aci,3000,CuankiCulametan,Kab. Garut,80.0,4.9,240000.0
Gurilem Sangarrr,13000,The Little Snacks,Tangerang Selatan,1000.0,4.8,13000000.0
Seblak Instant Bandung | Jajanan Hitz Bandung Termurah,5750,Serbamurah1998,Bandung,18.0,5.0,103500.0
Pilus Cikur Topping Baso Aci / Seblak,11500,Pusat Cuankie & Cemilan Frozen,Jakarta Timur,250.0,4.8,2875000.0
(1Kg) KERUPUK SEBLAK CK DAUN JERUK SNACK MAKANAN RINGAN | Hamba Snack,8745,Hamba Snack,Bogor,2.0,4.0,17490.0
"basreng cikruh pedas,basreng bandung,seblak basreng,cemilan basreng,ma",5000,anugrah seblak,Kab. Bandung,500.0,4.8,2500000.0
KERUPUK MAWAR KERUPUK BAWANG BUAT SEBLAK RAFAEL,7500,Toko Toucan,Malang,8.0,5.0,60000.0
Seblak Viral Odjolali Snack,14900,Odjolali Snack,Bandung,40.0,5.0,596000.0
Kylafood Paket 2 Seblak Cup + 3 Basreng pedas,62550,kylafood,Bandung,17.0,4.5,1063350.0
"Seblak kuah instan , Seblak khas garut b",5000,iwan resistans leather 2,Kab. Garut,500.0,4.9,2500000.0
SEBLAK INSTAN | SEBLAK INSTAN HOMEMADE SUPER LENGKAP,4999,Kairashop_id,Surabaya,50.0,4.6,249950.0
Seblak Instan Sajodo Extra Pedas Best Seller Khas Tasikmalaya,22700,Gerai Snack Official Shop,Kab. Tangerang,2.0,,45400.0
seblak cuanki komplit rasa andalan by wenaakk snack kemasan tester,3900,vannys house,Kab. Tulungagung,16.0,4.7,62400.0
Kerupuk Seblak Mawar / kribo pedas 200 gram,10000,Hosana Snack,Bogor,250.0,4.8,2500000.0
Seblak Tulang Rangu Nyai Mercon,21000,Jajanan Hits (JS),Tangerang Selatan,70.0,5.0,1470000.0
"12pcs, Baso aci mini mix Seblak instan",45000,Lemburkuring Official,Kab. Garut,2.0,5.0,90000.0
KRUPUK / KERUPUK MENTAH / KERUPUK SEBLAK MENTAH 1kg IKAN MERAH,21750,SuperSnacksShop,Kab. Bandung,100.0,4.7,2175000.0
Seblak Ceker Sotong Sosreng fortuna Piksus ikan kerapu gurih Pedas,8500,masazies19,Kab. Madiun,80.0,5.0,680000.0
